sentence,option1,option2,answer
"When it came to furnishings, Victoria decided on the fabric while Megan watched, because _ worked as a decorator.",Victoria,Megan,1
"When it came to furnishings, Victoria decided on the fabric while Megan watched, because _ worked as a doctor..",Victoria,Megan,2
"Neil continued to be at odds with Ian, who wanted to mend things, because _ was just more amenable.",Neil,Ian,2
"Emily had big lips, which made Betty jealous. _ was happy to show her trick to make them look bigger.",Emily,Betty,1
"Emily's had big lips, which made Betty jealous. _ was happy to learn her trick to make them look bigger.",Emily,Betty,2
Mona had a panic attack while public speaking and found out she was agoraphobic. The _ was terrifying.,attack,speaking,1
Mona had a panic attack while public speaking and found out she was agoraphobic. The _ was stopped.,attack,speaking,2
Rachel could act as though they cared about something they did not whereas Mary could not because _ was very honest.,Rachel,Mary,2
The chemistry teacher instructed the students to use the litmust paper instead of the printing paper to test the acidity as the _ can pick up the acids.,litmust paper,printing paper,1
Randy liked the bacon cheeseburger at the restaurant more than Neil because _ was a vegetarian.,Randy,Neil,2
Felicia likes the air conditioning setting much lower than Christine because _ is always freezing.,Felicia,Christine,2
Felicia likes the air conditioning setting much lower than Christine because _ is always feeling hot.,Felicia,Christine,1
The fracture on the leg of Emily was worse than that on Kayla because _ fell from a greater height.,Emily,Kayla,1
Neil always brewed his coffee first thing in the morning unlike Steven because _ needed it first.,Neil,Steven,1
The store had the tape that Janice needed to buy during store hours although she couldn't drive there while the road had blocks. Luckily the _ were short.,blocks,store hours,1
James foot was shivering because he wore nothing on it like the hand. The _ is warm.,hand,foot,1
Elena is a more efficient teacher than Tanya because _ takes the time to teach the students.,Elena,Tanya,1
"When Kenneth fought last night, they were very aggressive with Ian, because _ had wanted this match for a long time and lost.",Kenneth,Ian,1
"When Kenneth fought last night, they were very aggressive with Ian, but _ had wanted this match for a long time and won.",Kenneth,Ian,2
Logan was Donald's new research assistant so _ tried to give the instructions that are necessary.,Logan,Donald,2
Logan was Donald's new research assistant so _ tried to follow the instructions they were given.,Logan,Donald,1
"Dennis won a bunch of prizes for Ian at the carnival, so _ was nice.",Dennis,Ian,1
"After its construction, the house began to sink into the dirt because the _ was too heavy.",dirt,house,2
"After its construction, the house began to sink into the dirt because the _ was too loose.",dirt,house,1
Ian's dog looks better groomed than Eric's because _ did it at their own home.,Ian,Eric,2
Monica once dug at the foot of a rainbow to find a pot of gold but Victoria did not because _ is realistic.,Monica,Victoria,2
Almonds and peanuts are both referred to as nuts but the _ actually are legumes.,almonds,peanuts,2
Almonds and peanuts are both referred to as nuts but the _ actually are nuts.,almonds,peanuts,1
Nick did not have a compost pile like Randy because _ was knowledgeable about environmental problems.,Nick,Randy,2
"The senator introduced legislation to raise taxes on the rich and lower them on the poor, since the _ already paid high taxes.",rich,poor,2
"The senator introduced legislation to raise taxes on the rich and lower them on the poor, since the _ already paid low taxes.",rich,poor,1
Leslie's dogs scared Randy by jumping on him when he answered the door so _ is laughing.,Leslie,Randy,1
The posture in which she stood made the performance of the song better. The _ was melodious.,Song,Posture,1
Kayla used their locker at school but Angela did not because _ had a lot of books for their classes.,Kayla,Angela,1
So _ was worried because Randy forgot to study for the upcoming test and Robert studied.,Randy,Robert,1
"He had honed his muscles at the gym and bought new workout clothes but they didn't fit, because the _ were too big.",muscles,clothes,1
"The oil change was less expensive than the tire rotation, so the _ was probably tougher for the mechanic.",oil change,tire rotation,2
Rebecca was happy with Betty's size as _ like to live a healthy lifestyle and go to the gym.,Rebecca,Betty,2
"Ian didn't touch the ham and Jeffrey devoured two plates, but it was because _ loved to eat pork.",Ian,Jeffrey,2
"Ian didn't touch the ham and Jeffrey devoured two plates, but it was because _ didn't eat pork.",Ian,Jeffrey,1
"Currently, Carrie is being helped to beat their alcohol addiction by Katrina, so _ is the recovered addict.",Carrie,Katrina,2
Jessica read ebooks while borrowing paperback books from the library for Jennifer. _ liked to swipe pages.,Jessica,Jennifer,1
Kayla was sad about a friend moving and Monica was amused so the mom showed _ compassion.,Kayla,Monica,1
Getting a citation in the city was more expensive than getting one in the country because the police were more lenient in the _ .,country,city,1
"Natalie was trained and very good at giving commands unlike Tanya, due to _ being a follower.",Natalie,Tanya,2
Craig was never going to be as good a dentist as Kyle because _ is fascinated by teeth.,Craig,Kyle,2
"Neil was ready to party, but Donald was going to sleep , so _ tossed and turned for an hour.",Neil,Donald,2
"The kid preferred to play with a tennis ball over a football, because the _ is bigger.",tennis ball,football,2
I had to communicate the news over the phone or at the restaurant tonight. I told them on the _ because I wanted them to enjoy their evening.,phone,restaurant,1
I had to communicate the news over the phone or at the restaurant tonight. I told them at the _ even though I wanted them to enjoy their evening.,phone,restaurant,2
"After Samantha finished putting nail polish on their daughter's nails, Natalie paid for the service; then _ realized they forgot to leave a tip.",Samantha,Natalie,2
"After Samantha finished putting nail polish their daughter's nails, Natalie paid for the service; then _ wondered why they didn't receive a tip.",Samantha,Natalie,1
Justin enjoyed reading a book on WWII more than Neil because _ liked to read a lot of economics books.,Justin,Neil,2
Yang wanted to be an illustrator and started drawing using crayons instead of pencils because the _ were tiny.,crayons,pencils,2
She decided to leave coach and make her way to catch a plane so she could get there faster but the _ actually got there faster due to delays.,coach,plane,1
"Katrina became clingy and upset just before Betty had to leave, because _ was their child.",Katrina,Betty,1
"Natalie is usually on a short fume unlike Victoria, so _ tends to exercise patience more freely.",Natalie,Victoria,2
Sarah warned Patricia about the contagious disease in the neighborhood because _ was currently infected.,Sarah,Patricia,1
Sarah warned Patricia about the contagious disease in the neighborhood because _ was still healthy.,Sarah,Patricia,2
"Randy's job involves translation of a language, and Kyle's only uses English. _ is a monoglot.",Randy,Kyle,2
Jane had gout pain that needed to be treated with either aspirins or immunosuppressants. She chose the _ as it was prescription.,aspirins,immunosuppressants,2
Jane had gout pain that needed to be treated with either aspirins or immunosuppressants. She chose the _ as it was over the counter.,aspirins,immunosuppressants,1
Ben loved new foods and had to choose between a search for truffles or mushrooms. He decided to choose the search for the _ because it was more novel.,truffles,mushrooms,1
Ben loved new foods and had to choose between a search for truffles or mushrooms. He decided to choose the search for the _ because it was more common.,truffles,mushrooms,2
I proposed that we did a trade instead of a loan to get what we needed since trade the _ is unfair.,trade,loan,2
Having a relationship is hard work but I prefer that I receive letters rather than gifts since the _ are homemade.,letters,gifts,1
"I was set to prune the peach trees, the shears broke and had to because the _ was too tough.",tree,shears,1
"The heat of the house was getting to him, so Mitch stopped playing with toy trucks and instead went to play with dolls on a bench. The _ were outside.",dolls,toy trucks,1
Sarah asked Jennifer about how to improve relationships with their spouse but _ has a bad marriage.,Sarah,Jennifer,2
"Christopher picked their nose in public, but Kenneth didn't. _ always cared what other people thought of them.",Christopher,Kenneth,2
"Christopher picked their nose in public, but Kenneth didn't. _ never cared what other people thought of them.",Christopher,Kenneth,1
"Rachel had to check everything before they left unlike Jessica, so _ knows nothing about where everything is.",Rachel,Jessica,2
"Rachel had to check everything before they left unlike Jessica, so _ knows more about where everything is.",Rachel,Jessica,1
The man wanted to eat the yogurt with the spoon but the _ was too thin.,yogurt,spoon,1
"They had invested in a large curtain that would drop onto the stage, but it didn’t work out because the _ was too low.",curtain,stage,2
